text1,labels
uses a keylogger to capture keystrokes it then sends back to the server after it is stopped.,['T1056']
uses a large list of C2 servers that it cycles through until a successful connection is established.,['T1008']
uses a list of known credentials gathered through credential dumping to guess passwords to accounts as it spreads throughout a network.,['T1110']
"uses a modified version of pentesting script wmiexec.vbs, which logs into a remote machine using WMI.",['T1047']
uses a module to receive a notification every time a USB mass storage device is inserted into a victim.,['T1120']
uses  and other Active Directory utilities to enumerate hosts.,['T1018']
uses a Port 22 malware variant to modify several Registry keys.,['T1112']
uses a simple one-byte XOR method to obfuscate values in the malware.,['T1027']
uses a sophisticated keylogger.,['T1056']
uses a specific port of 443 and can also use ports 53 and 80 for C2. One  variant uses HTTP over port 443 to connect to its C2 server.,['T1043']
uses a tool to infect connected USB devices and transmit itself to air-gapped computers when the infected USB device is inserted.,['T1091']
uses a variation of the XOR cipher to encrypt files before exfiltration.,['T1486']
uses a virus that propagates by infecting executables stored on shared drives.,['T1080']
uses Base64 encoding for C2 traffic.,['T1132']
uses Base64 encoding for communication in the message body of an HTTP request.,['T1132']
"uses blogs and third-party sites (GitHub, tumbler, and BlogSpot) to avoid DNS-based blocking of their communication to the command and control server.",['T1102']
"uses character replacement,  environment variables, and XOR encoding to obfuscate code.",['T1027']
uses cloud based services for C2.,['T1102']
uses cmd.exe and /bin/bash to execute commands on the victim’s machine.,['T1059']
uses cmd.exe to execute commands for discovery.,['T1059']
uses cmd.exe to execute commands on the victim’s machine.,['T1059']
uses cmd.exe to execute scripts and commands on the victim’s machine.,['T1059']
uses cmd.exe to run commands for enumerating the host.,['T1059']
uses cmd.exe to set the Registry Run key value. It also has a command to spawn a command shell.,['T1059']
uses command line for execution.,['T1059']
uses commands such as netsh interface show to discover network interface settings.,['T1016']
uses credential dumpers such as  and  to extract cached credentials from Windows systems.,['T1003']
uses custom base64 encoding to obfuscate HTTP traffic.,['T1132']
uses DNS as its C2 protocol.,['T1071']
uses DNS for C2.,['T1071']
uses DNS for the C2 communications.,['T1071']
uses DNS TXT records for C2.,['T1071']
uses encrypted Windows APIs and also encrypts data using the alternative base64+RC4 or the Caesar cipher.,['T1027']
uses FakeTLS to communicate with its C2 server.,['T1573']
"uses fake Transport Layer Security (TLS) to communicate with its C2 server, encoding data with RC4 encryption.",['T1573']
"uses file and folder names related to legitimate programs in order to blend in, such as HP, Intel, Adobe, and perflogs.",['T1036']
uses FTP for command and control.,['T1071']
uses GET and POST requests over HTTP or HTTPS for command and control to obtain commands and send ZLIB compressed data back to the C2 server.,['T1071']
uses Google Search to identify C2 servers if its primary C2 method via Twitter is not working.,['T1008']
"uses HTTP, HTTPS, FTP, and FTPS to communicate with the C2 server.  can also act as a webserver and listen for inbound HTTP requests through an exposed API.",['T1071']
uses HTTP and HTTPS for C2.,['T1071']
uses HTTP and HTTPS for command and control.,['T1071']
uses HTTP and HTTPS to communicate with the C2 server.,['T1071']
uses HTTP as a transport to communicate with its command server.,['T1071']
uses HTTP for C2.,['T1071']
uses HTTP for C2 communication.,['T1071']
uses HTTP for C2 communications.,['T1071']
uses HTTP for command and control communication.,['T1071']
uses HTTP for communication to the control servers.,['T1071']
uses HTTP for communication with the C2 server.,['T1071']
uses HTTP or HTTPS for C2.,['T1071']
uses HTTP over SSL to communicate commands with the control server.,['T1071']
uses HTTP POST requests with data formatted using a custom protocol.,['T1095']
"uses HTTPS, HTTP, and DNS for C2 communications.",['T1071']
uses HTTPS for C2.,['T1071']
uses HTTPS for C2 communications.,['T1071']
uses HTTPS for command and control.,['T1071']
"uses HTTPS to communicate with its C2 servers, to get malware updates, modules that perform most of the malware logic and various configuration files.",['T1071']
uses HTTP TCP port 80 and HTTPS TCP port 443 for communications.,['T1043']
uses incoming HTTP requests with a username keyword and commands and handles them as instructions to perform actions.,['T1071']
uses ipconfig /all and route PRINT to identify network adapter and interface information.,['T1016']
"uses malicious documents to deliver remote execution exploits as part of. The group has previously exploited CVE-2017-8570, CVE-2012-1856, CVE-2014-4114, CVE-2017-0199, and CVE-2015-1641.",['T1203']
uses Microsoft’s TechNet Web portal to obtain a dead drop resolver containing an encoded tag with the IP address of a command and control server. It has also obfuscated its C2 traffic as normal traffic to sites such as Github.,['T1102']
"uses Microsoft’s TechNet Web portal to obtain an encoded tag containing the IP address of a command and control server and then communicates separately with that IP address for C2. If the C2 server is discovered or shut down, the threat actors can update the encoded IP address on TechNet to maintain control of the victims’ machines.",['T1104']
